verb	freq	adv_continuous	adv_evaluation	adv_manner	adv_temporal	for_pp	fut	in_pp	neg	noSubj	past	perfect	present	progressive	prt
re-extended	1	1	1	1	1	1	1	1	1	3	5	3	1	1	1
re-extending	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-extends	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-extradite	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1
re-fashioning	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-feed	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-feeding	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-fight	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-file	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-filing	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-filling	1	1	1	1	5	1	1	1	1	5	1	1	1	1	1
re-finance	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-financed	1	1	1	1	3	1	1	1	1	3	3	5	3	1	1
re-financing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-fired	1	1	1	1	1	1	1	1	1	1	5	3	1	1	1
re-fit	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-fitted	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-fixed	1	1	1	1	1	2	2	1	1	3	2	3	2	1	1
re-flagged	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-flared	1	1	1	1	1	1	1	1	1	3	3	1	1	1	5
re-float	1	1	1	1	1	1	1	1	2	5	1	1	1	1	1
re-floated	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
re-floating	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-fly	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-focus	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-focused	1	1	1	1	1	1	1	1	1	2	2	3	2	1	1
re-focusing	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1
re-focussed	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-focussing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-form	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-formed	1	1	1	1	1	1	1	1	1	3	3	3	2	1	1
re-forming	1	1	1	1	1	1	1	1	1	2	1	1	4	4	1
re-formulate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-formulating	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-fortify	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-fresh	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
re-fueled	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-fueling	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-fuelled	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
re-funded	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1
re-furbish	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-gain	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1
re-gained	1	1	1	1	3	1	1	1	1	1	5	1	1	1	1
re-gaining	1	1	1	1	5	1	1	1	1	5	1	1	1	1	1
re-generate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-glazed	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-glued	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1
re-grant	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-granted	1	1	1	1	1	1	5	1	5	5	1	1	1	1	1
re-grass	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-green	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-group	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
re-grouped	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1
re-grouping	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
re-grow	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-growing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-hear	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1
re-heard	1	1	1	1	1	1	2	1	1	5	1	1	1	1	1
re-hearing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-heated	1	1	1	1	1	1	1	1	1	5	5	3	1	3	1
re-held	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-hire	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1
re-hired	1	1	1	1	1	1	1	1	1	4	3	2	1	1	1
re-hireg	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-hiring	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1
re-hoist	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-house	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
re-housed	1	1	1	1	2	1	1	1	1	5	1	3	5	3	1
re-housing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-identify	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-identifying	1	1	1	1	1	1	1	3	1	5	1	1	1	1	1
re-ignite	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-ignited	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
re-igniting	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-imburse	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
re-imbursed	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-import	1	1	1	1	1	1	1	1	1	3	1	1	1	1	3
re-imported	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-impose	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-imposed	1	1	1	1	1	1	1	1	1	3	3	2	1	1	1
re-imposing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-inaugurated	1	1	1	1	1	1	1	1	1	4	4	2	1	1	1
re-including	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-incorporate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-incorporated	1	1	1	1	1	1	1	1	1	4	4	4	1	1	1
re-increasing	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1
re-indicted	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
re-induct	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-inducted	1	1	1	1	1	1	1	1	1	5	3	5	3	1	1
re-infect	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-infected	1	1	1	1	10	1	1	1	1	5	5	1	1	1	1
re-infiltrated	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1
re-infiltrating	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
re-inforce	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-inforcing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-inhabited	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-initial	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-initiate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-injected	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-injecting	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-injured	1	1	1	1	2	1	1	1	1	1	5	1	1	1	1
re-injuring	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-insert	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-inserted	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-inspect	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-inspected	1	1	1	1	1	1	3	1	1	5	1	1	1	1	1
re-install	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-installed	1	1	1	1	1	1	1	1	2	4	4	4	1	1	1
re-instate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-instated	1	1	1	1	1	1	1	1	1	4	3	3	2	1	1
re-instates	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-instating	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-institute	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1
re-instituted	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
re-insured	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
re-insuring	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-integrate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-integrated	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-integrating	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-intensify	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-interpret	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-interpreting	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-interred	1	1	5	1	1	1	1	1	1	5	1	1	1	1	1
re-interrogate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-interview	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-interviewed	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-interviewing	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
re-introduce	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-introduced	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
re-introducing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-invade	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-invaded	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-invent	1	2	1	1	1	1	1	1	1	4	1	1	1	1	1
re-inventing	1	1	1	1	2	1	1	1	1	4	1	1	1	1	1
re-invest	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-invested	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-investigate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-investigated	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-investigating	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-investing	1	1	1	1	1	1	1	1	1	3	3	3	1	3	1
re-investment	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-invigorate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-invigorated	1	1	1	1	1	1	1	5	1	1	1	5	5	1	1
re-invigorating	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-invite	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-invited	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1
re-involve	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-islamised	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
re-issue	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1
re-issued	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1
re-issueed	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
re-issuing	1	1	1	1	3	1	1	1	1	3	3	1	1	3	1
re-iterate	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
re-iterated	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1
re-iterating	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-jig	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-jigged	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-join	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-joined	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
re-joining	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-joins	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-judge	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1
re-judged	1	1	1	1	1	1	3	1	1	5	1	1	1	1	1
re-kick	1	1	1	1	1	1	1	1	1	5	1	1	1	1	5
re-kindle	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
re-kindled	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-kitted	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-landscaping	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-launch	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-launched	1	1	1	1	1	1	1	1	1	3	4	2	1	1	1
re-launching	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-lay	1	1	1	1	1	1	1	5	1	5	1	1	1	1	1
re-lead	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-learn	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-learning	1	1	1	1	1	1	1	1	1	3	1	3	3	3	1
re-lease	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-leased	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-legalised	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
re-legalising	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-legalized	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
re-lend	1	1	1	1	1	1	3	1	1	3	3	1	1	1	1
re-lending	1	1	1	1	2	1	1	1	1	5	1	1	1	1	1
re-link	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-linked	1	1	1	1	1	1	1	1	1	5	3	1	3	3	1
re-linking	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-links	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-list	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-listing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-live	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-lives	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-living	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1
re-load	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-loaded	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-loading	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-loan	1	1	1	1	3	1	1	1	1	5	1	1	1	1	1
re-loaned	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-loaning	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1
re-locate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-located	1	1	1	1	1	1	1	1	1	3	3	3	2	1	1
re-locked	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1
re-look	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-looked	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-looking	1	1	1	1	1	1	1	1	1	5	1	1	2	2	1
re-made	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-make	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
re-man	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-manufactured	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-mapping	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-market	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-married	1	1	1	1	1	1	1	1	1	2	2	4	3	1	1
re-marry	1	1	1	1	2	1	1	1	1	5	1	1	1	1	1
re-marrying	1	1	1	1	5	1	1	1	1	1	1	1	5	1	1
re-match	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-melted	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-merge	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-merged	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-mined	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-mining	1	1	1	1	1	1	1	1	1	1	5	1	1	5	1
re-mixes	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-mobilize	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1
re-mobilized	1	1	1	1	1	1	1	1	1	1	5	5	1	1	1
re-mobilizing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-modelling	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
re-modifying	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-modulating	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-mortgaged	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-motivate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-mould	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-moulded	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-mounted	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-nailed	1	1	1	1	1	1	1	1	1	3	3	1	1	1	3
re-name	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-named	1	1	1	1	1	1	1	1	1	3	3	2	1	1	1
re-naming	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1
re-nationalise	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-nationalised	1	1	1	1	1	1	1	1	1	2	4	1	1	1	1
re-nationalize	1	1	1	1	1	1	1	1	2	5	1	1	1	1	1
re-nationalized	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-negotiate	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-negotiated	1	1	1	1	1	1	1	1	1	4	1	2	1	1	1
re-negotiating	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-newing	1	1	1	1	1	1	1	1	5	1	1	1	1	5	1
re-nominate	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1
re-nominated	1	1	1	1	1	1	1	1	1	4	3	2	1	1	1
re-occupied	1	1	1	1	1	1	1	1	1	2	3	3	2	1	1
re-occupy	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-occupying	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-occur	1	1	1	1	1	1	3	1	4	1	1	1	1	1	1
re-occurred	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
re-occurs	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-offend	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
re-offended	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-offending	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-offer	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-open	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-opended	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-opened	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1
re-opening	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-opens	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-operate	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-order	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-ordered	1	1	1	1	1	1	1	1	1	5	1	5	5	1	1
re-orders	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1
re-organise	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1
re-organised	1	1	1	1	1	1	1	1	1	2	3	3	2	1	1
re-organising	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1
re-organize	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-organized	1	1	1	1	1	1	1	1	1	3	3	2	1	1	1
re-organizing	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1
re-orient	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-orientate	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-orientating	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-oriented	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-orienting	1	1	1	1	1	1	1	1	1	3	3	1	1	3	1
re-outfit	1	1	1	1	1	1	3	1	1	2	1	1	1	1	1
re-package	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-packaged	1	1	1	1	1	1	1	1	1	5	3	1	1	3	1
re-packing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-paid	1	1	1	1	1	1	2	1	1	3	4	3	1	1	1
re-paint	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
re-painted	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-pair	1	1	1	1	1	1	1	1	5	5	1	1	1	1	1
re-paired	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
re-participate	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
re-partitioning	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-pave	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-pay	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1
re-payed	1	1	1	1	1	1	1	1	1	1	1	5	5	1	1
re-peg	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-pegged	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-pegging	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-performed	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-phrase	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1
re-placed	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-planted	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-play	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-played	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-polling	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-populate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-position	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-positioned	1	1	1	1	2	1	1	1	1	2	4	1	1	1	1
re-positioning	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1
re-posted	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
re-present	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-presented	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-print	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-printed	1	1	1	1	1	1	1	1	1	4	3	4	2	1	1
re-prioritize	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-privatize	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-process	1	1	1	1	5	1	5	1	1	1	1	1	1	1	1
re-processed	1	1	1	1	1	1	1	1	1	5	1	1	2	2	1
re-produce	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-produced	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-profile	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-programed	1	1	1	1	1	1	5	1	1	5	1	1	1	1	1
re-programmed	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1
re-programming	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-proposing	1	1	1	1	1	1	1	1	1	1	1	1	5	5	1
re-proved	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
re-provoke	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-publish	1	1	1	1	1	1	1	1	3	5	1	1	1	1	1
re-published	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
re-purchase	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-purchasing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-qualified	1	1	1	1	1	1	1	1	5	1	5	5	1	1	1
re-qualify	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-quoted	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1
re-race	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-raced	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-raised	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-raising	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-ran	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1
re-rate	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1
re-rated	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1
re-ratified	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-rating	1	1	1	1	1	1	1	1	1	3	2	1	2	3	1
re-read	1	1	1	1	3	1	1	1	1	4	3	2	1	1	1
re-reading	1	1	1	1	1	1	1	1	1	1	5	1	1	5	1
re-recognized	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-recorded	1	1	1	1	1	1	1	1	1	4	1	2	2	1	1
re-recruitment	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-register	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-registered	1	1	1	1	1	1	1	1	1	3	3	3	1	1	1
re-registering	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-regulate	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-release	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
re-released	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-releasing	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-rented	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1
re-restablish	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-retired	1	1	1	1	5	1	1	1	1	5	5	1	1	1	1
re-review	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-root	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-route	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-routed	1	1	1	1	1	1	1	1	1	4	3	2	1	1	1
re-routing	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1
re-run	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-running	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1
re-sail	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-sailed	1	1	1	1	1	1	1	1	1	5	1	5	1	1	1
re-scale	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-schedule	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-scheduled	1	1	1	1	1	1	1	1	1	4	3	3	1	1	1
re-scheduling	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1
re-screen	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1
re-screened	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-screening	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-sealed	1	1	1	1	1	1	1	1	1	3	3	3	2	1	1
re-seated	1	1	1	1	5	5	1	1	1	5	5	5	1	1	5
re-secure	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-seed	1	1	1	1	1	1	1	1	1	5	5	1	1	1	1
re-select	1	1	1	1	1	1	3	1	1	3	1	1	1	1	1
re-selected	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-sell	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-selling	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-sent	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-sentence	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-set	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-setting	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-settle	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-settled	1	1	1	1	1	1	1	2	1	3	2	3	2	1	1
re-settlement	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-settling	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-shape	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1
re-shaped	1	1	1	1	1	1	1	1	1	1	2	4	4	1	1
re-shaping	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1
re-sharpening	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-ship	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-shipped	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-shoot	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1
re-shot	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
re-showed	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1
re-shuffle	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1
