"docid"	"segmentid"	"verb"	"text"	"ANNOTATOR1"	"ANNOTATOR2"	"MERGED"
"brown_hobbies"	"2190"	"stand"	"Time stands still as you climb the narrow , stone stairways in tiny villages clinging to steep mountain slopes or wander through story-book towns , perched atop lofty crags , their faces turned to the sea ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"2191"	"stand"	"The latter in turn assured him that `` were I arraigned at the bar , and you my judge , I should expect to stand or fall only by the merits of my cause '' ."	"STATIVE"	"BOTH"	"BOTH"
"brown_learned"	"2192"	"stand"	"While many tokens point forward , the main achievements stand as a culmination of the simple patterns of the Dark ages ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_fiction"	"2193"	"stand"	"He wanted desperately to see Kayabashi defeated , the Communists in the village rooted out , the mission standing triumphant , for in the triumph of the Lord he himself would be triumphant , too ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_adventure"	"2194"	"stand"	"He crawled beneath the two supply wagons which stood between the buildings and peered around a corner ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_mystery"	"2195"	"stand"	"already the thermometer stood close to ninety ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"2196"	"stand"	"Shakespeare's wit and wisdom , his profound insight into human nature , have stood the test of centuries ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_religion"	"2197"	"stand"	"All this works severely against the kind of cross-cultural communication for which Christian missions stand ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_romance"	"2198"	"stand"	"The woman ( she must have been a tiny baby when Hetty and Delia had stood arm in arm , watching great age grow small ) answered the nod with her own ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_adventure"	"2199"	"stand"	"The haughty white girl turned to a distinguished , hawk-faced man standing at her side and murmured : `` Look at your watch , Col. Garvier ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_editorial"	"2200"	"stand"	"He pushes and straightens himself as if he can't stand the feeling of being held ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_adventure"	"2201"	"stand"	"The man stood near the bent levi-clad body of the Indian who lay face down almost under the car ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_government"	"2202"	"stand"	"Winston Churchill's Olympian , optimistic and resolute sayings when Britain stood alone against the armed forces of tyranny less than twenty years ago ; ;"	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_fiction"	"2203"	"stand"	"When he opened the door , there stood Eugene , on his way out of the apartment ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_adventure"	"2204"	"stand"	"He stood watching the girl , wondering what was coming next ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_religion"	"2205"	"stand"	"Invite sponsors or Fellowship Friends to stand back of the new members in the reception service ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_romance"	"2206"	"stand"	"she let the interpretation stand ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_reviews"	"2207"	"stand"	"Now we have stood up to the Communists ; ;"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"2208"	"stand"	"Delphine stood like stone , her eyes alive with hate as she looked down at the sheeted corpse ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_reviews"	"2209"	"follow"	"The grieving Hero and her father , Leonato , followed by the Friar , left the stage ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2210"	"follow"	"When a child fails to meet the standards of the school in his rate of learning , insecurity , unhappiness , and other forms of maladjustment frequently follow ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2211"	"follow"	"But first , we must define two terms so that their meaning will be clearly understood : form -- any unique sequence of alphabetic characters that can appear in a language preceded and followed by a space ; ;"	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2212"	"follow"	"This chlorine-carbon tetrachloride solution was illuminated for a day following which the flask was resealed onto a vacuum system and the excess chlorine distilled off ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_hobbies"	"2213"	"follow"	"Following single-dose treatment , milk should be discarded for 4 days following treatment ."	"CONTEXT"	"STATIVE"	"BOTH"
"brown_learned"	"2214"	"follow"	"It should be possible to free carbon tetrachloride of any interfering substances by the usual purification methods followed by prechlorination prior to addition of radioactive chlorine ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_editorial"	"2215"	"follow"	"In your editorial of Sept. 30 `` The Smoldering Congo '' you make the following comment : `` Far too many states are following the Russian example in refusing to pay their assessments ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2216"	"follow"	"Both index words and electronic switches may have been made unavailable before the start of assignment in one of the following ways ."	"CONTEXT"	"STATIVE"	"BOTH"
"brown_learned"	"2217"	"follow"	"At the close of Davis' speech the following preamble and resolutions were read by the president , and on the question of their adoption passed unanimously :"	"STATIVE"	"STATIVE"	"STATIVE"
"brown_hobbies"	"2218"	"follow"	"The interlocking frame we built at the model railroader workshop and then installed on Paul Larson's railroad follows the Fig. 1 scheme and is shown beginning in Fig. 7 , page 65 , and in the photos ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_belles_lettres"	"2219"	"follow"	"Granted , the cosmological , philosophical , and cultural reverberations initiated by the De Revolutionibus were felt with increasing violence during the 300 years to follow ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_humor"	"2220"	"follow"	"Now did Welch truly become the man of the hour , and everything that followed in the procedure of Justice was a new triumph for him ."	"BOTH"	"DYNAMIC"	"BOTH"
"brown_reviews"	"2221"	"follow"	"Equally penetrating in its fashion is the following remark by a lady in the course of a literary conversation : `` So much has already been written about everything that you can't find out anything about it '' ."	"CONTEXT"	"STATIVEHABITUAL"	"BOTH"
"brown_learned"	"2222"	"follow"	"While some regression is inevitable , it is discouraged rather than encouraged so that the transference does not follow the stages of planned regression associated with certain casework adaptations of the psychoanalytic model for insight therapy ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"2223"	"follow"	"A bold line of violet broke loose from the high ridge of the mountains , followed by feathers of red that swept the last stars from the sky ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_belles_lettres"	"2224"	"follow"	"The fall of Rome , the discovery of precious metals , and the Protestant Reformation were all links and could only be explained and understood by comprehending the links that preceded and those that followed ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_religion"	"2225"	"follow"	"but in this respect it was merely following the accepted Chinese convention for all maps ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_science_fiction"	"2226"	"follow"	"Ryan nudged it with his toe , following Ekstrohm's example ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2227"	"follow"	"The following is a less extreme example of dependence ."	"CONTEXT"	"DYNAMIC"	"BOTH"
"brown_news"	"2228"	"follow"	"A small reception will follow in the Oak Park Arms hotel ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2229"	"follow"	"In the main , this course took the following directional high roads ."	"CONTEXT"	"DYNAMIC"	"BOTH"
"brown_humor"	"2230"	"follow"	"He followed Mr. Blatz up the cellar stairs ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"2231"	"follow"	"The real question that follows is -- how are those four years used and what is their value as training ? ?"	"BOTH"	"DYNAMIC"	"BOTH"
"brown_news"	"2232"	"follow"	"The fact is that any business that wants to operate successfully cannot follow the law ."	"STATIVEHABITUAL"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"2233"	"follow"	"The turn of the century , or to be more precise , the two decades preceeding and following it , marks a great change in the history of early English scholarship ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2234"	"follow"	"Thus the first lines of one of Charles Wesley's hymns are as follows ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2235"	"follow"	"A final class of exceptional lines is identifiable from the following considerations : Since no two generators of Af can intersect , it follows that their image curves can have no free intersections ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2236"	"follow"	"Since the complex of singular lines is of order K and since there is no complex of invariant lines , it follows from the formula Af that the order of the involution is Af ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_government"	"2237"	"follow"	"Dr. A. V. Astin , NBS Director , opened the 5-day session with introductory remarks , following which a total of twenty-six papers were given throughout the week by NBS scientists , from both the Washington and Boulder Laboratories ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2238"	"follow"	"The pulmonary vein , however , without the limiting supportive tissue septa as in type 1 , , follows a more direct path to the hilum and does not maintain this close relationship ( figs. 8 , 22 ) ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_hobbies"	"2239"	"follow"	"Construction follows a thorough study of the drawings ."	"STATIVE"	"STATIVEHABITUAL"	"BOTH"
"brown_belles_lettres"	"2240"	"follow"	"but the years that immediately followed were to be extraordinarily trying , both for Wright and his Montenegrin lady ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_belles_lettres"	"2241"	"follow"	"Blenheim was followed in rapid succession by Ramillies And The Union With Scotland and by The Peace And The Protestant Succession , the three forming together a detailed picture of England under Queen Anne ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"2242"	"follow"	"Independent art schools granting degrees must , naturally , follow this with academic accreditation by the appropriate regional group ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"2243"	"follow"	"`` I like to follow the holidays when they come along ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2244"	"follow"	"As evidence to support that view , consider the following illustrative instances ."	"CONTEXT"	"STATIVE"	"BOTH"
"brown_hobbies"	"2245"	"follow"	"In the following year , 1803 , Oersted , simultaneously with Davy , discovered that acids increased the strength of a voltaic battery more than did salts ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2246"	"follow"	"It follows that any effective policy toward the underdeveloped countries must have a realistically long working horizon ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_fiction"	"2247"	"follow"	"At last he consented to meet her , and following that brief interview Claire wrote him a yet more remarkable proposal :"	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_news"	"2248"	"follow"	"Player immediately proceeded to follow suit ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_religion"	"2249"	"follow"	"In an amateurish , yet in a very real sense , I have followed the developments of archaeology , geology , astronomy , herpetology , and mycology with a hearty appreciation of the advances being made in these fields ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2250"	"follow"	"The saline tubes were saved and used for the indirect Coombs test in the following manner ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2251"	"follow"	"Since I have already discussed his moral position , that discussion is incorporated by reference into the following pages , which will focus on the empirical and analytic side of Fromm's treatment ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_reviews"	"2252"	"follow"	"`` Parsifal '' follows July 25 , with Hans Knappertsbusch conducting , and he also conducts `` Die Meistersinger '' , to be presented Aug. 8 and 12 ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_religion"	"2253"	"follow"	"If the church has followed the plan of cultivation of prospects and carried through a program of membership preparation as outlined earlier in this book , the process of assimilation and growth will be well under way ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2254"	"follow"	"such is the mystique of planning that people expect that fulfillment of the plan will follow automatically upon its announcement ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2255"	"follow"	"If the trend of general business activity follows the pattern suggested here , we are likely to see additional steps by the Federal Reserve authorities to ease the availability of credit ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_mystery"	"2256"	"follow"	"I followed him out through the lobby to the street ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"2257"	"follow"	"A jigger of dry Sherry follows , and as the mixture stiffens , in go a hundred of the little oysters ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"2258"	"follow"	"You're the only man the Night Riders will follow ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2259"	"follow"	"Just as present technology had to await the explanations of physics , so one might expect that social invention will follow growing sociological understanding ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_belles_lettres"	"2260"	"follow"	"Such a comparison reminds us that in employing low characters in his works Faulkner is recording actuality in the South and moreover is following a long-established literary precedent ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_religion"	"2261"	"follow"	"They recommended , also , that `` at a fixed hour , let the entire family be assembled for night prayers , followed by a short reading of the Holy Scriptures '' ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_adventure"	"2262"	"follow"	"I was just doing my job , just following orders , and for that he's going to kill me ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2263"	"follow"	"In the following sketch we shall present a brief outline of his life and let him as much as possible speak for himself ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_humor"	"2264"	"follow"	"The story opens on the eve of his fifty-third birthday , as he prepares for the two weeks of festivities that are to follow ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"2265"	"follow"	"The following morning Mr. Morikawa called for me , and we went to visit schools -- kindergarten , middle-school , elementary school , and high school -- Mr. Yoshimoto's school ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2266"	"follow"	"Other examples follow ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_adventure"	"2267"	"follow"	"Powers had not followed ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2268"	"follow"	"numbers sometimes followed by letters are used so that insertions can be made ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_fiction"	"2269"	"follow"	"They were going to follow it for part of their journey ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"2270"	"follow"	"Outputs of the two systems are measured by a pulse-timing circuit and a resistance bridge , followed by a simple analogue computer which feeds a multichannel recorder ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_religion"	"2271"	"follow"	"Since the Catholic Church expresses such desire that the Sacred Scriptures be read , the following taken from the Holy Bible ( New Catholic Edition ) will prove a means of grace and a source of great spiritual blessing ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2272"	"follow"	"Some of these were obviously filling from interlobular branches of the bronchial arteries while others were filling from direct hilar branches following along the pleural surface ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_government"	"2273"	"follow"	"The basic significance of this invention helped them to follow it rapidly in 1855 by the development of a unique precision gear cutting and dividing engine ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2274"	"follow"	"In his recognition of his impersonal self the dancer moves , and this self , in the `` first revealed stroke of its existence '' , states the theme from which all else must follow ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_adventure"	"2275"	"follow"	"The other five Slash-B men followed them inside , crowding the small room ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"2276"	"follow"	"( Quotations follow '' ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2277"	"follow"	"The restrained gyro-stabilized platform with reasonable response characteristics operates with an approximate equation of motion , neglecting transient effects , as follows : Af where U is a torque applied about the output axis of the controlling gyro ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_government"	"2278"	"follow"	"The following steps are employed in calculations : 1 ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2279"	"follow"	"These entries should normally appear at the beginning of the program or immediately following each LITORIGIN statement ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_news"	"2280"	"follow"	"A family worship service will follow the program at 7:45 p.m. ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2281"	"follow"	"The following summary will give the student some idea about the social characteristics of elementary-school children ; ;"	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2282"	"follow"	"During the following week , six tons of hay belonging to one rancher were burned ; ;"	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_belles_lettres"	"2283"	"follow"	"My own experience has followed simpler lines ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_government"	"2284"	"follow"	"The management of state-owned vehicles since that time has been described in a recent report in the following manner : ``"	"STATIVE"	"STATIVE"	"STATIVE"
"brown_learned"	"2285"	"follow"	"In type 1 the pulmonary vein closely follows the course of the bronchus and the pulmonary artery from the periphery to the hilum ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2286"	"follow"	"This was followed by a comprehensive series of observations of the 1.25-cm emission of the moon over three lunar cycles by Piddington and Minnett ( 1949 ) ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2287"	"follow"	"They vex us and perplex us but generally do not divide us like the issues which follow the problems ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2288"	"follow"	"Recommendations of international authorities , such as the International Union of Crystallography , are followed ."	"DYNAMIC"	"STATIVEHABITUAL"	"BOTH"
"brown_learned"	"2289"	"follow"	"( As we have seen , the Erie and York decisions require federal courts in diversity cases to follow state decisional rules ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_romance"	"2290"	"follow"	"And a very young one , Swan Necklace , tried to emulate them and followed timidly ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"2291"	"follow"	"The following month the invasion of Italy was begun , and Roosevelt gave effect to his warning by consenting to the stockpiling of poison gas in southern Italy ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_hobbies"	"2292"	"follow"	"For the best results , feed this level to cattle 3 to 5 days preceding shipment and/or 3 to 5 days following their arrival in your feed lot ."	"CONTEXT"	"STATIVE"	"BOTH"
"brown_romance"	"2293"	"follow"	"He was followed by four of his men ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_romance"	"2294"	"follow"	"If they follow anyone , it'll have to be you '' ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2295"	"follow"	"On the other hand , Dr. Ezra Styles recorded the following testimony of John Angell , the last disciple of Gorton : ``"	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_news"	"2296"	"follow"	"Full payment of nursing home bills for up to 180 days following discharge from a hospital ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_news"	"2297"	"follow"	"It is followed by Cain Street and Piedmont Avenue , NE ; ;"	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_hobbies"	"2298"	"follow"	"Makes necessary purchases , places contracts , supervises construction , installation , finishing and placement of furniture , fixtures and other correlated furnishings , and follows through to completion of project '' ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"2299"	"follow"	"He was asking had it been she who left the love note in his sheets ( she also served as maid ) when he saw the Grafin followed by a stately blond girl approaching his table ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2300"	"follow"	"It was assumed that the shift in autonomic hypothalamic balance occurring spontaneously in neuropsychiatric patients from the application of certain therapeutic procedures follows the pattern known from the sleep-wakefulness cycle ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_humor"	"2301"	"follow"	"Thus committed , action might follow ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"2302"	"follow"	"Therefore , civil defense instructions received over CONELRAD or by other means should be followed ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"2303"	"follow"	"The event will be open to the public the following day ."	"CONTEXT"	"DYNAMIC"	"BOTH"
"brown_belles_lettres"	"2304"	"follow"	"New organs of unification proliferated in the decade following the conclusion of the NATO alliance ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2305"	"follow"	"These area reports will be followed , according to present plans , by a summary report , which will include a detailed statement on methods ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_editorial"	"2306"	"follow"	"It follows that teachers as a group cannot expect any marked salary increases ; ;"	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2307"	"follow"	"The following table ( 14-2 ) lists the ( luminous ) gain values computed according to Eq. ( 6 ) with Af ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_lore"	"2308"	"follow"	"During the excitement following Lindbergh's flight to Paris earlier in 1927 , dare devil aviators overnight became legendary heroes ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_lore"	"2309"	"follow"	"The `` Barre Aviation Field '' was set to receive its first aircraft the Sunday following the flood ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_news"	"2310"	"follow"	"Dodge reported the following breakdown :"	"CONTEXT"	"STATIVE"	"BOTH"
"brown_learned"	"2311"	"follow"	"Technique pure and simple , rendition , is not of major importance , but it is interesting that Parker , following Lester Young , was one of the leaders of the so-called saxophone revolution ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2312"	"follow"	"What follows is therefore a description of three separate undertakings , the new frescoing of the gap , and the successive essays in conservation , with some discussion of problems that arose in connection with each ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_fiction"	"2313"	"follow"	"Jessica Packard lifted her head and followed the retreating figure , her eyes resting nearly closed on the unself-conscious rise and fall of the rounded hips ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_news"	"2314"	"follow"	"division four will be headed by the Navy , followed by 11 states ; ;"	"CONTEXT"	"DYNAMIC"	"BOTH"
"brown_belles_lettres"	"2315"	"follow"	"The Communist coup in Czechoslovakia in 1948 was followed immediately by the conclusion of the Brussels Treaty , a 50-year alliance among Britain , France and the Benelux countries ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"2316"	"follow"	"This difficulty arises even though we can give examples of men who have actually followed this course ."	"DYNAMIC"	"STATIVEHABITUAL"	"BOTH"
"brown_lore"	"2317"	"follow"	"This is followed by a tremendous suck of water away from the shore as the first great trough arrives ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"2318"	"follow"	"If the new Soviet series has followed the general pattern of previous Russian tests , the shots were roughly half fission and half fusion , meaning a fission yield of 30 to 40 megatons thus far ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2319"	"follow"	"there is no easy and quick way to follow from the oxcart to the jet plane ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_lore"	"2320"	"follow"	"Since the change to better nutrition , he feels he can report on improvements in health , though he considers the following statements observations and not scientific proof ."	"CONTEXT"	"STATIVE"	"BOTH"
"brown_romance"	"2321"	"follow"	"`` Not onions '' , came the answer the following day ."	"STATIVE"	"STATIVE"	"STATIVE"
"brown_lore"	"2322"	"follow"	"A Georgia soldier gave his wife the following description of the cause and consequence of diarrhoea : `` I have bin a little sick with diorah two or three days ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_mystery"	"2323"	"follow"	"A couple of sobs escaped him , followed by a sentiment that revealed his emotional state ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_lore"	"2324"	"follow"	"A sharp tremor was followed by a jerky roll ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"2325"	"follow"	"If one follows the reports of the Congress , one finds that there still seems considerable uncertainty in the minds of the leaders themselves about what exactly to do in this matter ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2326"	"follow"	"Anti-A and anti-B activities were determined in fractions from the sera of group A , group B or group O donors by the following tube agglutination methods ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_news"	"2327"	"follow"	"The disagreement was over what Dr. Jenkins had said at a previous session and how his remarks appeared in the minutes presented at the following meeting ."	"CONTEXT"	"STATIVE"	"BOTH"
"brown_romance"	"2328"	"follow"	"She screamed , and both women ran up to the house , and I followed ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_editorial"	"2329"	"follow"	"Thereupon followed a demonstration that tyranny knows no ideological confines ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_adventure"	"2330"	"follow"	"It was a trick they used to try and conceal their identity when they followed trucks to check their speed ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_learned"	"2331"	"follow"	"Codification was followed in all countries by a growing amount of legislation , some changing and adjusting the older law , much dealing with entirely new situations ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_editorial"	"2332"	"follow"	"This prime element of the truth may be stated as follows : Under prevailing policy , the U.S. can take the initiative against the Right , but cannot take the initiative against the Left ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_learned"	"2333"	"follow"	"Now that this is at odds with our meaning may be shown as follows ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_adventure"	"2334"	"follow"	"The eyes followed him fearfully ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2335"	"follow"	"It may be a reaction to a percussive sound , the following movements constituting further reactions ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_mystery"	"2336"	"follow"	"We opened on Friday and closed the following Monday ."	"CONTEXT"	"STATIVE"	"BOTH"
"brown_lore"	"2337"	"follow"	"A detachment of six men from the 701st Chemical Maintenance Company under First Lt. Howard D. Beckstrom went aboard , followed by Lt. Thomas H. Richardson , the Cargo Security Officer ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_romance"	"2338"	"follow"	"Of course , it wasn't Anne and George's fault that one family crisis seemed to follow another , and weren't they always emphasizing that they really didn't know what they would do without Theresa ? ?"	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2339"	"follow"	"Exhibited in shows in London in 1935 , and in New York the following year , the new , more elaborated abstracts were much favored in the circles of the modernists as three-dimentional dramas of great intellectual coherence ."	"CONTEXT"	"STATIVE"	"BOTH"
"brown_adventure"	"2340"	"follow"	"Forced behind him momentarily , Russ followed at once and halted two steps inside ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_government"	"2341"	"follow"	"These publications may be secured as follows : The Annual Catalog from the Director of Admissions and other issues from the Publications Office ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_adventure"	"2342"	"follow"	"When it was followed by a second , whining even closer , Cobb swerved sharply aside into a depression ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_government"	"2343"	"follow"	"Fiscal year taxpayers have until the last day of the first month following the close of the fiscal year ( farmers until the 15th day of the 2d month ) ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_mystery"	"2344"	"follow"	"Tim come with the migratory workers that follow the crops up from the South last year , but Tim and his wife settled here ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_belles_lettres"	"2345"	"follow"	"Harry followed the car until it reached the main road and turned towards Kingston ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"2346"	"follow"	"After the factors just described have been computed , they are applied to the following formula : Af"	"CONTEXT"	"STATIVEHABITUAL"	"BOTH"
"brown_learned"	"2347"	"accept"	"The European customs on which international law was based were to become , by force and fiat , the customs that others were to accept as law if they were to join this community as sovereign states ."	"DYNAMIC"	"STATIVE"	"BOTH"
"brown_belles_lettres"	"2348"	"accept"	"What irritated Miriam was that Wright had told the papers about a reasonable offer he had made , which he considered she would accept `` when she tires of publicity '' ."	"DYNAMIC"	"DYNAMIC"	"DYNAMIC"
"brown_hobbies"	"2349"	"accept"	"By accepted definition , a 1-ton conditioner will provide 12,000 BTU of cooling in one hour ."	"STATIVE"	"DYNAMIC"	"BOTH"
"brown_religion"	"2350"	"accept"	"If the demand for demythologization is unavoidable and so must be accepted by theology unconditionally , the position of the `` right '' is clearly untenable ."	"DYNAMIC"	"BOTH"	"BOTH"
